Rank,Platform,Year,Genre,Publisher,Global_Sales
6718,0.39,2002.0,0.62,0.22,0.25
6719,0.39,2002.0,0.57,0.34,0.25
6720,0.72,2011.0,0.53,0.75,0.25
6721,0.61,1998.0,0.53,0.35,0.25
6722,0.7,2009.0,0.53,0.75,0.25
6723,0.58,2002.0,0.57,0.27,0.25
6724,0.78,2012.0,0.53,0.16,0.25
6725,0.72,2010.0,0.94,0.13,0.25
6726,0.72,2015.0,0.53,0.43,0.25
6727,0.7,2010.0,0.53,0.52,0.25
6728,0.58,2008.0,0.53,0.16,0.25
6729,0.38,2009.0,0.45,0.52,0.25
6730,0.73,1982.0,0.53,0.39,0.25
6731,0.31,2005.0,0.79,0.52,0.25
6732,0.61,1999.0,0.62,0.52,0.25
6733,0.72,2010.0,0.47,0.89,0.25
6734,0.78,2007.0,0.45,0.29,0.25
6735,0.61,2000.0,0.59,0.82,0.25
6736,0.38,2009.0,0.45,0.82,0.25
6737,0.7,2010.0,0.94,0.48,0.25
6738,0.58,2006.0,0.19,0.52,0.25
6739,0.7,2007.0,0.57,0.53,0.25
6740,0.58,2001.0,0.59,0.89,0.25
6741,0.36,2005.0,0.94,0.35,0.25
6742,0.58,2007.0,0.59,0.48,0.25
6743,0.78,2009.0,0.59,0.75,0.25
6744,0.72,2007.0,0.53,0.82,0.25
6745,0.27,2015.0,0.26,0.52,0.25
6746,0.61,1999.0,0.26,0.82,0.25
6747,0.38,2008.0,0.42,0.2,0.25
6748,0.7,2009.0,0.62,0.53,0.25
6749,0.72,2009.0,0.59,0.31,0.25
6750,0.72,2010.0,0.47,0.82,0.25
6751,0.78,2013.0,0.53,0.34,0.25
6752,0.61,1996.0,0.79,0.34,0.25
6753,0.61,1996.0,0.94,0.89,0.25
6754,0.36,2002.0,0.47,0.43,0.25
6755,0.72,2008.0,0.59,0.1,0.25
6756,0.58,2004.0,0.62,0.62,0.25
6757,0.61,1997.0,0.59,0.22,0.25
6758,0.38,2009.0,0.19,0.55,0.25
6759,0.39,2002.0,0.53,0.35,0.25
6760,0.72,2007.0,0.57,0.17,0.25
6761,0.36,2005.0,0.62,0.75,0.25
6762,0.39,2005.0,0.47,0.12,0.25
6763,0.24,2007.0,0.59,0.52,0.25
6764,0.72,2008.0,0.79,0.31,0.25
6765,0.36,2002.0,0.57,2.54,0.25
6766,0.49,2014.0,0.19,0.08,0.25
6767,0.78,2011.0,0.53,0.52,0.25
6768,0.39,2004.0,0.59,2.54,0.25
6769,0.39,2004.0,0.79,2.54,0.25
6770,0.58,2008.0,0.19,0.48,0.25
6771,0.38,2013.0,0.45,0.55,0.25
6772,0.58,2005.0,0.19,0.2,0.24
6773,0.38,2008.0,0.62,0.27,0.24
6774,0.58,2006.0,0.62,0.27,0.24
6775,0.78,2011.0,0.53,0.16,0.24
6776,0.39,2005.0,0.45,0.52,0.24
6777,0.61,2001.0,0.57,0.34,0.24
6778,0.38,2010.0,0.79,0.75,0.24
6779,0.58,,0.47,0.17,0.24
6780,0.66,2014.0,0.59,0.52,0.24
6781,0.15,2015.0,0.53,0.66,0.24
6782,0.38,2008.0,0.62,0.2,0.24
6783,0.38,2006.0,0.19,0.55,0.24
6784,0.72,2010.0,0.59,0.75,0.24
6785,0.38,2011.0,0.53,0.34,0.24
6786,0.61,1995.0,0.26,0.24,0.24
6787,0.7,2009.0,0.19,0.52,0.24
6788,0.61,1996.0,0.57,0.16,0.24
6789,0.61,1997.0,0.53,0.89,0.24
6790,0.24,2005.0,0.57,0.89,0.24
6791,0.61,2000.0,0.79,0.28,0.24
6792,0.78,2008.0,0.26,0.82,0.24
6793,0.78,2011.0,0.47,0.43,0.24
6794,0.57,2012.0,0.57,0.82,0.24
6795,0.15,2014.0,0.19,0.07,0.24
6796,0.27,2011.0,0.79,0.48,0.24
6797,0.38,2009.0,0.47,0.55,0.24
6798,0.78,2009.0,0.53,0.75,0.24
6799,0.58,2002.0,0.47,0.48,0.24
6800,0.61,1999.0,0.45,0.34,0.24
6801,0.58,2003.0,0.57,0.34,0.24
6802,0.49,2011.0,0.45,0.27,0.24
6803,0.78,2009.0,0.57,0.24,0.24
6804,0.31,2004.0,0.59,0.27,0.24
6805,0.61,1995.0,0.57,0.89,0.24
6806,0.58,2003.0,0.94,0.35,0.24
6807,0.38,2008.0,0.53,0.43,0.24
6808,0.27,,0.79,0.97,0.24
6809,0.58,2006.0,0.53,0.53,0.24
6810,0.24,2011.0,0.57,0.34,0.24
6811,0.38,2009.0,0.19,0.52,0.24
6812,0.58,2005.0,0.79,0.82,0.24
6813,0.38,2006.0,0.19,0.52,0.24
6814,0.36,2005.0,0.45,0.52,0.24
6815,0.31,2002.0,0.53,0.53,0.24
6816,0.39,2005.0,0.94,2.54,0.24
6817,0.61,1997.0,0.53,0.24,0.24
6818,0.61,1997.0,0.53,0.23,0.24
6819,0.72,2010.0,0.57,0.52,0.24
6820,0.7,2010.0,0.53,0.75,0.24
6821,0.31,2003.0,0.59,0.23,0.24
6822,0.72,2011.0,0.62,0.14,0.24
6823,0.72,2008.0,0.47,0.51,0.24
6824,0.7,2010.0,0.57,0.28,0.24
6825,0.38,2005.0,0.53,0.82,0.24
6826,0.24,2005.0,0.47,0.35,0.24
6827,0.66,2015.0,0.59,0.31,0.24
6828,0.49,2013.0,0.94,0.75,0.24
6829,0.7,2010.0,0.57,0.12,0.24
6830,0.24,2008.0,0.62,0.14,0.24
6831,0.7,2008.0,0.47,0.82,0.24
6832,0.31,2003.0,0.59,0.35,0.24
6833,0.7,2008.0,0.47,0.51,0.24
6834,0.72,,0.79,0.17,0.24
6835,0.58,2005.0,0.47,0.43,0.24
6836,0.15,2012.0,0.53,0.53,0.24
6837,0.31,2003.0,0.79,0.27,0.24
6838,0.24,2010.0,0.94,0.13,0.24
6839,0.27,2010.0,0.79,0.48,0.24
6840,0.36,2005.0,0.53,0.52,0.24
6841,0.49,2015.0,0.62,0.19,0.24
6842,0.7,2007.0,0.47,0.75,0.24
6843,0.58,2003.0,0.62,0.24,0.24
6844,0.24,2010.0,0.57,0.34,0.24
6845,0.36,2001.0,0.59,0.82,0.24
6846,0.7,2010.0,0.19,0.48,0.24
6847,0.7,2008.0,0.57,0.16,0.24
6848,0.58,2006.0,0.47,0.43,0.24
6849,0.31,2001.0,0.53,1.3,0.24
6850,0.38,2007.0,0.62,0.2,0.24
6851,0.39,2004.0,0.47,,0.24
6852,0.7,2010.0,0.53,0.66,0.24
6853,0.31,2005.0,0.53,0.43,0.24
6854,0.38,2008.0,0.45,0.48,0.24
6855,0.72,2012.0,0.57,0.82,0.24
6856,0.58,2003.0,0.62,0.43,0.24
6857,0.39,2005.0,0.42,0.27,0.24
6858,0.58,2005.0,0.59,0.1,0.24
6859,0.7,2009.0,0.47,0.52,0.24
6860,0.58,2007.0,0.59,0.75,0.24
6861,0.24,2006.0,0.62,0.2,0.24
6862,0.36,2004.0,0.62,0.07,0.24
6863,0.24,2009.0,0.57,0.82,0.24
6864,0.78,2006.0,0.53,0.82,0.24
6865,0.58,2008.0,0.57,0.34,0.24
6866,0.24,2009.0,0.59,0.48,0.24
6867,0.72,2009.0,0.53,0.75,0.24
6868,0.73,1981.0,0.53,0.15,0.24
6869,0.69,1999.0,0.53,0.35,0.24
6870,0.69,1999.0,0.47,0.35,0.24
6871,0.69,2000.0,0.47,0.35,0.24
6872,0.69,1999.0,0.59,0.48,0.24
6873,0.69,2000.0,0.53,0.35,0.24
6874,0.69,2000.0,0.53,0.28,0.24
6875,0.7,2008.0,0.47,0.51,0.24
6876,0.58,2002.0,0.57,0.43,0.24
6877,0.72,2009.0,0.53,0.27,0.24
6878,0.38,2011.0,0.53,0.82,0.24
6879,0.31,2003.0,0.57,0.82,0.24
6880,0.61,1998.0,0.94,0.26,0.24
6881,0.36,2005.0,0.53,0.75,0.24
6882,0.7,2009.0,0.57,0.31,0.24
6883,0.24,2007.0,0.53,0.97,0.24
6884,0.39,2005.0,0.57,0.75,0.24
6885,0.38,2007.0,0.59,0.48,0.24
6886,0.38,2009.0,0.42,0.48,0.24
6887,0.38,2008.0,0.19,0.1,0.24
6888,0.39,2004.0,0.94,2.54,0.24
6889,0.61,1998.0,0.79,0.35,0.24
6890,0.58,2003.0,0.53,0.89,0.24
6891,0.72,2011.0,0.47,0.48,0.24
6892,0.49,2014.0,0.53,0.66,0.24
6893,0.83,2014.0,0.53,0.16,0.24
6894,0.31,2003.0,0.94,0.35,0.24
6895,0.58,2008.0,0.45,0.34,0.24
6896,0.78,2012.0,0.59,0.31,0.24
6897,0.78,2009.0,0.62,0.08,0.24
6898,0.73,1980.0,0.47,0.43,0.24
6899,0.84,1996.0,0.62,1.11,0.24
6900,0.78,2011.0,0.53,0.75,0.24
6901,0.7,2010.0,0.19,0.27,0.24
6902,0.49,2015.0,0.94,2.54,0.24
6903,0.31,2001.0,0.59,0.13,0.24
6904,0.61,2002.0,0.59,0.12,0.24
6905,0.24,2009.0,0.62,0.24,0.24
6906,0.38,2010.0,0.19,0.13,0.24
6907,0.39,2004.0,0.53,0.97,0.24
6908,0.39,2004.0,0.19,0.12,0.24
6909,0.78,2007.0,0.47,1.3,0.24
6910,0.38,2009.0,0.42,0.52,0.24
6911,0.78,2012.0,0.53,0.53,0.24
6912,0.66,2016.0,0.53,0.66,0.24
6913,0.78,2009.0,0.53,0.16,0.24
6914,0.58,2003.0,0.47,0.89,0.24
6915,0.61,1998.0,0.53,0.22,0.24
6916,0.58,2004.0,0.62,0.35,0.24
6917,0.24,2009.0,0.57,0.82,0.24
6918,0.38,2008.0,0.47,0.75,0.24
6919,0.27,2011.0,0.42,0.13,0.24
6920,0.72,2012.0,0.62,0.21,0.24
6921,0.24,,0.47,0.17,0.24
6922,0.78,2015.0,0.47,0.75,0.24
6923,0.57,2013.0,0.47,2.54,0.24
6924,0.61,1995.0,0.57,0.82,0.24
6925,0.83,2014.0,0.53,0.14,0.24
6926,0.78,2009.0,0.62,1.16,0.24
6927,0.61,2000.0,0.53,0.89,0.24
6928,0.7,,0.47,0.34,0.24
6929,0.78,2011.0,0.47,0.48,0.24
6930,0.15,2012.0,0.53,0.66,0.24
6931,0.7,2010.0,0.59,0.13,0.24
6932,0.38,2009.0,0.42,2.54,0.24
6933,0.61,2000.0,0.79,0.95,0.24
6934,0.78,2009.0,0.53,0.82,0.24
6935,0.72,2010.0,0.62,0.16,0.24
6936,0.31,2006.0,0.57,0.82,0.24
6937,0.39,2003.0,0.53,0.37,0.24
6938,0.24,2013.0,0.62,0.27,0.24
6939,0.7,,0.57,0.75,0.24
6940,0.61,1998.0,0.47,0.15,0.24
6941,0.73,1988.0,0.53,0.75,0.24
6942,0.73,1981.0,0.79,0.29,0.24
6943,0.38,2010.0,0.42,0.08,0.24
6944,0.78,2009.0,0.53,0.43,0.24
6945,0.78,2013.0,0.79,0.97,0.24
6946,0.38,2008.0,0.62,0.43,0.24
6947,0.7,2011.0,0.59,0.75,0.24
6948,0.15,2012.0,0.53,0.34,0.24
6949,0.38,2006.0,0.62,0.34,0.24
6950,0.83,2014.0,0.19,0.11,0.24
6951,0.57,2012.0,0.53,0.55,0.24
6952,0.27,2011.0,0.62,0.44,0.24
6953,0.58,2007.0,0.59,0.82,0.24
6954,0.72,2008.0,0.53,0.75,0.23
6955,0.38,2010.0,0.47,0.97,0.23
6956,0.38,2008.0,0.59,0.82,0.23
6957,0.57,2016.0,0.53,0.66,0.23
6958,0.38,2006.0,0.62,0.07,0.23
6959,0.58,2003.0,0.94,0.14,0.23
6960,0.58,2004.0,0.47,0.34,0.23
6961,0.38,2010.0,0.47,0.55,0.23
6962,0.38,2010.0,0.45,0.34,0.23
6963,0.49,2015.0,0.62,0.14,0.23
6964,0.58,2006.0,0.53,0.27,0.23
6965,0.61,1998.0,0.53,0.71,0.23
6966,0.38,2013.0,0.94,0.52,0.23
6967,0.7,2009.0,0.47,0.48,0.23
6968,0.7,,0.57,0.48,0.23
6969,0.38,2007.0,0.59,0.75,0.23
6970,0.58,,0.59,0.17,0.23
6971,0.39,2003.0,0.26,0.24,0.23
6972,0.31,2003.0,0.59,0.82,0.23
6973,0.31,2002.0,0.53,0.82,0.23
6974,0.15,2016.0,0.53,0.66,0.23
6975,0.38,2010.0,0.53,0.97,0.23
6976,0.31,2005.0,0.53,0.82,0.23
6977,0.66,2013.0,0.47,0.17,0.23
6978,0.72,2011.0,0.53,0.27,0.23
6979,0.49,2015.0,0.53,2.54,0.23
6980,0.38,2005.0,0.42,2.54,0.23
6981,0.78,2011.0,0.57,0.43,0.23
6982,0.38,2011.0,0.53,0.48,0.23
6983,0.72,2008.0,0.62,0.14,0.23
6984,0.38,2008.0,0.45,0.29,0.23
6985,0.72,2011.0,0.57,0.75,0.23
6986,0.31,1999.0,0.57,0.43,0.23
6987,0.24,2005.0,0.42,0.27,0.23
6988,0.15,2011.0,0.53,0.52,0.23
6989,0.27,2015.0,0.26,0.43,0.23
6990,0.24,2005.0,0.57,0.82,0.23
6991,0.78,2010.0,0.57,0.43,0.23
6992,0.31,2002.0,0.57,0.43,0.23
6993,0.72,2009.0,0.47,0.89,0.23
6994,0.58,2004.0,0.59,0.43,0.23
6995,0.31,2003.0,0.59,0.22,0.23
6996,0.72,2013.0,0.53,0.16,0.23
6997,0.15,2012.0,0.47,0.43,0.23
6998,0.72,2008.0,0.79,0.43,0.23
6999,0.72,2011.0,0.47,0.89,0.23
7000,0.58,2001.0,0.59,0.35,0.23
7001,0.7,2007.0,0.59,0.12,0.23
7002,0.7,2009.0,0.47,0.51,0.23
7003,0.58,2002.0,0.53,0.77,0.23
7004,0.58,2006.0,0.57,0.43,0.23
7005,0.7,2007.0,0.53,0.66,0.23
7006,0.58,2005.0,0.62,0.53,0.23
7007,0.69,2000.0,0.57,0.35,0.23
7008,0.24,2005.0,0.47,0.31,0.23
7009,0.83,2015.0,0.62,0.27,0.23
7010,0.36,2002.0,0.79,0.75,0.23
7011,0.36,2003.0,0.53,0.52,0.23
7012,0.7,2008.0,0.19,0.75,0.23
7013,0.78,2009.0,0.47,0.51,0.23
7014,0.7,2010.0,0.26,0.48,0.23
7015,0.58,2003.0,0.57,0.43,0.23
7016,2.61,1997.0,0.45,0.1,0.23
7017,0.38,2009.0,0.45,0.52,0.23
7018,0.31,2005.0,0.53,0.35,0.23
7019,0.72,2009.0,0.19,0.55,0.23
7020,0.58,2002.0,0.57,0.89,0.23
7021,0.66,2015.0,0.53,0.75,0.23
7022,0.61,1998.0,0.53,0.27,0.23
7023,0.19,1995.0,0.53,0.43,0.23
7024,0.19,1996.0,0.62,0.07,0.23
7025,0.36,2002.0,0.94,0.48,0.23
7026,0.38,2008.0,0.57,0.52,0.23
7027,0.57,2014.0,0.53,0.66,0.23
7028,0.38,2008.0,0.47,0.55,0.23
7029,0.78,2005.0,0.53,0.97,0.23
7030,0.38,2006.0,0.26,0.48,0.23
7031,0.38,2008.0,0.45,0.43,0.23
7032,0.61,2001.0,0.79,0.52,0.23
7033,0.61,2000.0,0.57,0.89,0.23
7034,0.7,2007.0,0.57,0.23,0.23
7035,0.39,2005.0,0.47,0.34,0.23
7036,0.24,2013.0,0.57,0.82,0.23
7037,0.58,,0.79,0.17,0.23
7038,0.61,1998.0,0.45,0.23,0.23
7039,0.38,2010.0,0.19,2.54,0.23
7040,0.24,2008.0,0.26,0.34,0.23
7041,0.78,2009.0,0.53,0.16,0.23
7042,0.78,2014.0,0.53,0.27,0.23
7043,0.38,2008.0,0.45,0.23,0.23
7044,0.39,2005.0,0.57,0.82,0.23
7045,0.7,2011.0,0.47,0.34,0.23
7046,0.72,2007.0,0.59,0.82,0.23
7047,0.12,1994.0,0.53,0.12,0.23
7048,0.61,1996.0,0.53,0.23,0.23
7049,0.38,2008.0,0.62,0.2,0.23
7050,0.66,2015.0,0.59,0.46,0.23
7051,0.58,2010.0,0.57,0.97,0.23
7052,0.27,2015.0,0.79,0.75,0.23
7053,0.31,2004.0,0.53,0.97,0.23
7054,0.72,2011.0,0.53,0.75,0.23
7055,0.7,2009.0,0.53,0.48,0.23
7056,0.58,2001.0,0.57,0.89,0.23
7057,0.72,2009.0,0.57,0.24,0.23
7058,0.39,2002.0,0.94,0.53,0.23
7059,0.83,2014.0,0.57,0.82,0.23
7060,0.7,2008.0,0.42,0.53,0.23
7061,0.27,2012.0,0.62,0.21,0.23
7062,0.15,2016.0,0.53,0.62,0.23
7063,0.78,2011.0,0.53,0.48,0.23
7064,0.7,2008.0,0.53,0.52,0.23
7065,0.24,2012.0,0.19,0.27,0.23
7066,0.38,2007.0,0.57,0.75,0.23
7067,2.61,1992.0,0.42,2.54,0.23
7068,0.58,2003.0,0.57,0.43,0.23
7069,0.72,2009.0,0.53,0.16,0.23
7070,0.58,2007.0,0.47,0.75,0.23
7071,0.49,2011.0,0.53,0.48,0.23
7072,0.38,2007.0,0.53,2.54,0.23
7073,0.58,2005.0,0.53,0.89,0.23
7074,0.83,2016.0,0.57,0.29,0.23
7075,0.49,2011.0,0.47,0.75,0.23
7076,0.24,2009.0,0.19,0.27,0.23
7077,0.61,1997.0,0.53,0.56,0.23
7078,0.39,2007.0,0.19,0.75,0.23
7079,0.7,2008.0,0.45,0.52,0.23
7080,0.24,2009.0,0.53,0.27,0.23
7081,0.38,2008.0,0.57,0.43,0.23
7082,0.7,2006.0,0.57,2.54,0.23
7083,0.58,2003.0,0.59,0.5,0.23
7084,0.39,2004.0,0.62,0.53,0.23
7085,0.7,2009.0,0.19,0.75,0.23
7086,0.84,1996.0,0.62,1.12,0.23
7087,0.31,2003.0,0.79,0.82,0.23
7088,0.38,2005.0,0.53,0.28,0.23
7089,0.31,2003.0,0.79,0.75,0.23
7090,0.7,2010.0,0.57,0.34,0.23
7091,0.58,2007.0,0.19,0.55,0.23
7092,0.58,2006.0,0.62,0.62,0.23
7093,0.61,1997.0,0.62,0.23,0.23
7094,0.72,2010.0,0.57,0.34,0.23
7095,0.58,2008.0,0.53,0.48,0.23
7096,0.84,1991.0,0.79,2.54,0.23
7097,0.61,1998.0,0.53,0.56,0.23
7098,0.61,1999.0,0.26,0.24,0.23
7099,0.36,2002.0,0.57,0.82,0.23
7100,0.58,2003.0,0.79,0.12,0.23
7101,0.58,2003.0,0.57,0.35,0.23
7102,0.7,2009.0,0.45,0.82,0.23
7103,0.7,2010.0,0.59,0.55,0.23
7104,0.61,1995.0,0.79,0.26,0.23
7105,0.7,2007.0,0.57,0.29,0.23
7106,0.61,1997.0,0.53,0.71,0.23
7107,0.31,2004.0,0.47,0.12,0.23
7108,0.24,2008.0,0.62,0.2,0.23
7109,0.58,2006.0,0.62,0.27,0.23
7110,0.24,2006.0,0.62,0.16,0.23
7111,0.72,2012.0,0.19,0.89,0.23
7112,0.24,2008.0,0.57,0.82,0.23
7113,0.7,2010.0,0.57,0.13,0.23
7114,0.58,2003.0,0.57,0.89,0.23
7115,0.7,2009.0,0.47,0.12,0.23
7116,0.58,2004.0,0.19,0.48,0.23
7117,0.38,2007.0,0.26,0.43,0.23
7118,0.58,2007.0,0.47,0.89,0.23
7119,0.72,2011.0,0.79,0.52,0.23
7120,0.7,2010.0,0.53,0.48,0.23
7121,0.78,2008.0,0.47,0.51,0.23
7122,2.61,1996.0,0.42,2.54,0.23
7123,0.58,2002.0,0.57,0.89,0.23
7124,0.38,2011.0,0.19,0.29,0.23
7125,0.61,1998.0,0.53,0.28,0.23
7126,0.15,2015.0,0.53,0.07,0.23
7127,0.38,2006.0,0.62,0.27,0.23
7128,0.58,2002.0,0.57,0.89,0.23
7129,0.61,1997.0,0.94,0.26,0.23
7130,0.58,2003.0,0.53,0.11,0.23
7131,0.24,2005.0,0.57,0.82,0.23
7132,0.72,2014.0,0.62,0.27,0.23
7133,0.49,2011.0,0.59,0.55,0.23
7134,0.38,2008.0,0.45,0.52,0.23
7135,0.27,2012.0,0.79,0.97,0.23
7136,0.58,2002.0,0.53,0.35,0.22
7137,0.7,2008.0,0.53,0.82,0.22
7138,0.24,2006.0,0.62,0.5,0.22
7139,0.72,2011.0,0.53,0.27,0.22
7140,0.58,2008.0,0.53,0.35,0.22
7141,0.38,2006.0,0.47,0.34,0.22
7142,0.36,2004.0,0.53,0.82,0.22
7143,0.24,2013.0,0.62,0.27,0.22
7144,0.58,2005.0,0.53,0.43,0.22
7145,0.72,2013.0,0.53,0.21,0.22
7146,0.39,2001.0,0.47,0.22,0.22
7147,0.78,2013.0,0.53,0.27,0.22
7148,0.69,1997.0,0.47,0.27,0.22
7149,0.36,2003.0,0.47,0.35,0.22
7150,0.73,1981.0,0.79,0.39,0.22
7151,0.73,1982.0,0.53,0.22,0.22
7152,0.73,1981.0,0.53,0.71,0.22
7153,0.24,2009.0,0.62,0.08,0.22
7154,0.38,2010.0,0.53,0.48,0.22
7155,0.24,2007.0,0.53,0.27,0.22
7156,0.72,2009.0,0.53,0.55,0.22
7157,0.24,2011.0,0.53,0.45,0.22
7158,0.7,2010.0,0.47,0.13,0.22
7159,0.31,2004.0,0.79,0.21,0.22
7160,0.58,2002.0,0.57,0.14,0.22
7161,0.58,2004.0,0.79,0.27,0.22
7162,0.58,2005.0,0.47,0.28,0.22
7163,0.66,2015.0,0.62,0.27,0.22
7164,0.38,2008.0,0.45,0.29,0.22
7165,0.58,2010.0,0.94,0.13,0.22
7166,0.49,2013.0,0.53,0.43,0.22
7167,0.36,2002.0,0.62,0.43,0.22
7168,0.38,2009.0,0.94,0.52,0.22
7169,0.58,2008.0,0.59,0.53,0.22
7170,0.24,2011.0,0.57,0.82,0.22
7171,0.72,2011.0,0.53,0.53,0.22
7172,0.39,2001.0,0.62,0.52,0.22
7173,0.38,2008.0,0.62,0.24,0.22
7174,0.58,2005.0,0.59,0.2,0.22
7175,0.36,2004.0,0.57,0.82,0.22
7176,0.39,2004.0,0.57,2.54,0.22
7177,0.39,2005.0,0.53,0.48,0.22
7178,0.38,2008.0,0.19,0.52,0.22
7179,0.72,2010.0,0.59,0.53,0.22
7180,0.72,2011.0,0.62,0.07,0.22
7181,0.7,2009.0,0.94,0.17,0.22
7182,0.83,2016.0,0.79,0.97,0.22
7183,0.72,,0.57,0.89,0.22
7184,0.72,2013.0,0.62,0.16,0.22
7185,0.38,2010.0,0.42,0.12,0.22
7186,0.73,1981.0,0.53,0.43,0.22
7187,0.84,1992.0,0.94,0.28,0.22
7188,0.61,1998.0,0.42,0.35,0.22
7189,0.7,2007.0,0.94,0.35,0.22
7190,0.61,1996.0,0.57,0.35,0.22
7191,0.7,2006.0,0.53,0.35,0.22
7192,0.58,2004.0,0.53,0.27,0.22
7193,0.7,2008.0,0.47,0.52,0.22
7194,0.58,2002.0,0.79,0.53,0.22
7195,0.7,2008.0,0.57,0.75,0.22
7196,0.58,2003.0,0.53,0.27,0.22
7197,0.49,2011.0,0.94,0.43,0.22
7198,0.7,2011.0,0.53,0.48,0.22
7199,0.38,2006.0,0.57,0.75,0.22
7200,0.39,2004.0,0.94,0.53,0.22
7201,0.27,2012.0,0.53,0.66,0.22
7202,0.72,2013.0,0.53,0.62,0.22
7203,0.24,2007.0,0.53,0.35,0.22
7204,0.72,2014.0,0.53,0.34,0.22
7205,0.7,2010.0,0.53,0.48,0.22
7206,0.38,2008.0,0.47,0.11,0.22
7207,0.7,2008.0,0.53,0.52,0.22
7208,0.61,1999.0,0.57,0.29,0.22
7209,0.7,2010.0,0.19,0.52,0.22
7210,0.39,2004.0,0.47,,0.22
7211,0.24,2007.0,0.53,0.22,0.22
7212,0.72,2013.0,0.62,0.14,0.22
7213,0.27,2015.0,0.79,0.52,0.22
7214,0.15,2012.0,0.53,0.52,0.22
7215,0.27,,0.53,0.66,0.22
7216,0.39,2004.0,0.47,0.43,0.22
7217,0.38,2009.0,0.45,0.52,0.22
7218,0.72,2014.0,0.19,0.11,0.22
7219,0.39,2004.0,0.62,0.82,0.22
7220,0.7,2009.0,0.19,0.21,0.22
7221,0.31,2004.0,0.53,0.35,0.22
7222,0.83,2016.0,0.62,0.62,0.22
7223,0.36,2002.0,0.42,0.48,0.22
7224,0.78,2014.0,0.19,0.75,0.22
7225,0.69,2000.0,0.53,0.35,0.22
7226,0.69,2000.0,0.53,0.53,0.22
7227,0.69,1996.0,0.57,0.17,0.22
7228,0.69,1999.0,0.53,0.56,0.22
7229,0.69,2000.0,0.42,0.27,0.22
7230,0.7,2009.0,0.62,0.27,0.22
7231,0.38,2008.0,0.26,0.48,0.22
7232,0.36,2004.0,0.53,0.53,0.22
7233,0.38,2009.0,0.19,0.52,0.22
7234,0.7,2009.0,0.59,0.12,0.22
7235,0.58,2002.0,0.47,0.35,0.22
7236,0.38,2007.0,0.42,0.12,0.22
7237,0.61,1996.0,0.57,0.35,0.22
7238,0.38,2008.0,0.19,0.43,0.22
7239,0.38,2007.0,0.79,0.5,0.22
7240,0.78,2009.0,0.26,0.08,0.22
7241,0.31,2002.0,0.47,0.26,0.22
7242,0.78,2009.0,0.53,0.13,0.22
7243,0.61,1998.0,0.57,0.92,0.22
7244,0.7,2009.0,0.53,0.82,0.22
7245,0.31,2004.0,0.79,0.5,0.22
7246,0.78,2011.0,0.53,1.16,0.22
7247,0.61,1998.0,0.26,0.34,0.22
7248,0.83,2016.0,0.62,0.27,0.22
7249,0.36,2001.0,0.57,0.35,0.22
7250,0.58,2004.0,0.62,0.29,0.22
7251,0.58,2001.0,0.45,0.25,0.22
7252,0.31,2000.0,0.53,0.71,0.22
7253,0.7,2008.0,0.57,0.82,0.22
7254,0.38,2009.0,0.62,0.43,0.22
7255,0.78,2011.0,0.47,0.17,0.22
7256,0.83,2015.0,0.53,0.75,0.22
7257,0.38,2008.0,0.47,0.27,0.22
7258,0.36,2005.0,0.53,0.82,0.22
7259,0.7,2011.0,0.47,0.48,0.22
7260,0.72,2015.0,0.47,0.52,0.22
7261,0.72,2009.0,0.47,0.14,0.22
7262,0.58,2009.0,0.47,0.75,0.22
7263,0.58,2001.0,0.57,0.35,0.22
7264,2.61,1997.0,0.42,2.54,0.22
7265,0.78,2008.0,0.57,0.82,0.22
7266,0.78,2006.0,0.79,0.43,0.22
7267,0.27,2011.0,0.53,0.21,0.22
7268,0.58,2006.0,0.62,0.2,0.22
7269,0.38,2009.0,0.42,0.82,0.22
7270,0.57,2015.0,0.62,2.54,0.22
7271,0.58,2003.0,0.57,0.82,0.22
7272,0.39,2002.0,0.53,2.54,0.22
7273,0.49,2012.0,0.19,2.54,0.22
7274,0.24,2005.0,0.57,0.89,0.22
7275,0.39,2003.0,0.53,0.28,0.22
7276,0.24,2009.0,0.62,0.19,0.22
7277,0.38,2007.0,0.19,0.16,0.22
7278,0.58,2002.0,0.59,0.75,0.22
7279,0.38,2006.0,0.57,0.82,0.22
7280,0.58,2006.0,0.57,0.34,0.22
7281,0.36,2002.0,0.57,0.43,0.22
7282,0.83,2015.0,0.53,0.13,0.22
7283,0.61,2001.0,0.57,0.97,0.22
7284,0.38,2005.0,0.94,2.54,0.22
7285,0.39,2003.0,0.94,0.12,0.22
7286,0.38,2008.0,0.47,0.48,0.22
7287,0.58,2008.0,0.57,0.34,0.22
7288,0.61,1999.0,0.53,0.89,0.22
7289,0.61,1999.0,0.59,0.82,0.22
7290,0.72,2013.0,0.79,0.53,0.22
7291,0.7,2008.0,0.47,0.12,0.22
7292,0.49,2015.0,0.26,2.54,0.22
7293,0.72,2010.0,0.59,0.1,0.22
7294,0.83,2013.0,0.57,0.82,0.22
7295,0.36,2004.0,0.53,0.48,0.22
7296,0.19,1995.0,0.57,0.43,0.22
7297,0.39,2003.0,0.47,0.31,0.22
7298,0.7,2008.0,0.57,0.08,0.22
7299,0.39,2002.0,0.47,0.48,0.22
7300,0.36,2005.0,0.53,0.75,0.22
7301,0.78,2013.0,0.79,0.24,0.22
